unique	gene-symbol	entrez-id	transcript	chromosome	start-loc	end-loc	strand
MAG|4099	MAG	4099		19	35783038	35820133	+
MAK16|84549	MAK16	84549		8	33342685	33358777	+
MAK|4117	MAK	4117		6	10762957	10838760	-
MAL2|114569	MAL2	114569		8	120220610	120257911	+
MALAT1|378938	MALAT1	378938		11	65265233	65273937	+
MALL|7851	MALL	7851		2	110841452	110874143	-
MALT1|10892	MALT1	10892		18	56338618	56417370	+
MAL|4118	MAL	4118		2	95691479	95719735	+
MAMDC2|256691	MAMDC2	256691		9	72658497	72841888	+
MAMDC4|158056	MAMDC4	158056		9	139746819	139755249	+
MAML1|9794	MAML1	9794		5	179159851	179223512	+
MAML2|84441	MAML2	84441		11	95711440	96076344	-
MAML3|55534	MAML3	55534		4	140637546	141075233	-
MAMLD1|10046	MAMLD1	10046		X	149529836	149682446	+
MAMSTR|284358	MAMSTR	284358		19	49216255	49222976	-
MAN1A1|4121	MAN1A1	4121		6	119499267	119670926	-
MAN1A2|10905	MAN1A2	10905		1	117910085	118068320	+
MAN1B1|11253	MAN1B1	11253		9	139981417	140003639	+
MAN1C1|57134	MAN1C1	57134		1	25943959	26111258	+
MAN2A1|4124	MAN2A1	4124		5	109025156	109203429	+
MAN2A2|4122	MAN2A2	4122		15	91446566	91465814	+
MAN2B1|4125	MAN2B1	4125		19	12757322	12777591	-
MAN2B2|23324	MAN2B2	23324		4	6576902	6624188	+
MAN2C1|4123	MAN2C1	4123		15	75648135	75660941	-
MANBAL|63905	MANBAL	63905		20	35918051	35945661	+
MANBA|4126	MANBA	4126		4	103552644	103682151	-
MANEAL|149175	MANEAL	149175		1	38259774	38267278	+
MANEA|79694	MANEA	79694		6	96025413	96057326	+
MANF|7873	MANF	7873		3	51422703	51426827	+
MANSC1|54682	MANSC1	54682		12	12482218	12503169	-
MAOA|4128	MAOA	4128		X	43515409	43606067	+
MAOB|4129	MAOB	4129		X	43625858	43741721	-
MAP1A|4130	MAP1A	4130		15	43809806	43823817	+
MAP1B|4131	MAP1B	4131		5	71403118	71505396	+
MAP1D|254042	MAP1D	254042		2	172864804	172945586	+
MAP1LC3A|84557	MAP1LC3A	84557		20	33134692	33148149	+
MAP1LC3B2|643246	MAP1LC3B2	643246		12	116997186	117014425	+
MAP1LC3B|81631	MAP1LC3B	81631		16	87425801	87438379	+
MAP1LC3C|440738	MAP1LC3C	440738		1	242158792	242162385	-
MAP1S|55201	MAP1S	55201		19	17830303	17845324	+
MAP2K1|5604	MAP2K1	5604		15	66679211	66783881	+
MAP2K2|5605	MAP2K2	5605		19	4090329	4124126	-
MAP2K3|5606	MAP2K3	5606		17	21187968	21218549	+
MAP2K4|6416	MAP2K4	6416		17	11924135	12047050	+
MAP2K5|5607	MAP2K5	5607		15	67835021	68099451	+
MAP2K6|5608	MAP2K6	5608		17	67410838	67538462	+
MAP2K7|5609	MAP2K7	5609		19	7968765	7979362	+
MAP2|4133	MAP2	4133		2	210288771	210598834	+
MAP3K10|4294	MAP3K10	4294		19	40697651	40721481	+
MAP3K11|4296	MAP3K11	4296		11	65365227	65381720	-
MAP3K12|7786	MAP3K12	7786		12	53874280	53893271	-
MAP3K13|9175	MAP3K13	9175		3	185000754	185200624	+
MAP3K14|9020	MAP3K14	9020		17	43340488	43394414	-
MAP3K15|389840	MAP3K15	389840		X	19378174	19500394	-
MAP3K1|4214	MAP3K1	4214		5	56110900	56191976	+
MAP3K2|10746	MAP3K2	10746		2	128062139	128100805	-
MAP3K3|4215	MAP3K3	4215		17	61699775	61773669	+
MAP3K4|4216	MAP3K4	4216		6	161412822	161538416	+
MAP3K5|4217	MAP3K5	4217		6	136878188	137113656	-
MAP3K6|9064	MAP3K6	9064		1	27681670	27693337	-
MAP3K7|6885	MAP3K7	6885		6	91225353	91296907	-
MAP3K8|1326	MAP3K8	1326		10	30722866	30750761	+
MAP3K9|4293	MAP3K9	4293		14	71194856	71275888	-
MAP4K1|11184	MAP4K1	11184		19	39078281	39108643	-
MAP4K2|5871	MAP4K2	5871		11	64556610	64570713	-
MAP4K3|8491	MAP4K3	8491		2	39476423	39664219	-
MAP4K4|9448	MAP4K4	9448		2	102314488	102511151	+
MAP4K5|11183	MAP4K5	11183		14	50885247	50999376	-
MAP4|4134	MAP4	4134		3	47892180	48130769	-
MAP6D1|79929	MAP6D1	79929		3	183533664	183543393	-
MAP6|4135	MAP6	4135		11	75297964	75379479	-
MAP7D1|55700	MAP7D1	55700		1	36621803	36646436	+
MAP7D2|256714	MAP7D2	256714		X	20025229	20135016	-
MAP7D3|79649	MAP7D3	79649		X	135295381	135338641	-
MAP7|9053	MAP7	9053		6	136663873	136871792	-
MAP9|79884	MAP9	79884		4	156263814	156298122	-
MAPK10|5602	MAPK10	5602		4	86937633	87515263	-
MAPK11|5600	MAPK11	5600		22	50702143	50709340	-
MAPK12|6300	MAPK12	6300		22	50688492	50700089	-
MAPK13|5603	MAPK13	5603		6	36098262	36107841	+
MAPK14|1432	MAPK14	1432		6	35995454	36079012	+
MAPK15|225689	MAPK15	225689		8	144798507	144804631	+
MAPK1IP1L|93487	MAPK1IP1L	93487		14	55518362	55536912	+
MAPK1|5594	MAPK1	5594		22	22113949	22221970	-
MAPK3|5595	MAPK3	5595		16	30125427	30134630	-
MAPK4|5596	MAPK4	5596		18	48086484	48258195	+
MAPK6|5597	MAPK6	5597		15	52311411	52358461	+
MAPK7|5598	MAPK7	5598		17	19281034	19286856	+
MAPK8IP1|9479	MAPK8IP1	9479		11	45907202	45928015	+
MAPK8IP2|23542	MAPK8IP2	23542		22	51039131	51049978	+
MAPK8IP3|23162	MAPK8IP3	23162		16	1756221	1820317	+
MAPK8|5599	MAPK8	5599		10	49514690	49643182	+
MAPK9|5601	MAPK9	5601		5	179660597	179719071	-
MAPKAP1|79109	MAPKAP1	79109		9	128199674	128469513	-
MAPKAPK2|9261	MAPKAPK2	9261		1	206858289	206907626	+
MAPKAPK3|7867	MAPKAPK3	7867		3	50649339	50686719	+
MAPKAPK5|8550	MAPKAPK5	8550		12	112280279	112331227	+
MAPKBP1|23005	MAPKBP1	23005		15	42066632	42120051	+
MAPKSP1|8649	MAPKSP1	8649		4	100799495	100815703	-
MAPRE1|22919	MAPRE1	22919		20	31407699	31438210	+
MAPRE2|10982	MAPRE2	10982		18	32556892	32722377	+
MAPRE3|22924	MAPRE3	22924		2	27193525	27250086	+
MAPT|4137	MAPT	4137		17	43971750	44105697	+
MARCH10|162333	MARCH10	162333		17	60778676	60885705	-
MARCH11|441061	MARCH11	441061		5	16067474	16179897	-
MARCH1|55016	MARCH1	55016		4	164449049	165305202	-
MARCH2|51257	MARCH2	51257		19	8478187	8503897	+
MARCH3|115123	MARCH3	115123		5	126203407	126366440	-
MARCH4|57574	MARCH4	57574		2	217122586	217236750	-
MARCH5|54708	MARCH5	54708		10	94050920	94113721	+
MARCH6|10299	MARCH6	10299		5	10353828	10435491	+
MARCH7|64844	MARCH7	64844		2	160569010	160625083	+
MARCH8|220972	MARCH8	220972		10	45952817	46090354	-
MARCH9|92979	MARCH9	92979		12	58148900	58153689	+
MARCKSL1|65108	MARCKSL1	65108		1	32799441	32801834	-
MARCKS|4082	MARCKS	4082		6	114178527	114184650	+
MARCO|8685	MARCO	8685		2	119699745	119752236	+
MARK1|4139	MARK1	4139		1	220701568	220837798	+
MARK2|2011	MARK2	2011		11	63606400	63678491	+
MARK3|4140	MARK3	4140		14	103851701	103970164	+
MARK4|57787	MARK4	57787		19	45754842	45808541	+
MARS2|92935	MARS2	92935		2	198570087	198573113	+
MARS|4141	MARS	4141		12	57881077	57911334	+
MARVELD1|83742	MARVELD1	83742		10	99473481	99477905	+
MARVELD2|153562	MARVELD2	153562		5	68710943	68739836	+
MARVELD3|91862	MARVELD3	91862		16	71660070	71675866	+
MAS1L|116511	MAS1L	116511		6	29454545	29455679	-
MAS1|4142	MAS1	4142		6	160327974	160329105	+
MASP1|5648	MASP1	5648		3	186935938	187009752	-
MASP2|10747	MASP2	10747		1	11086581	11107285	-
MAST1|22983	MAST1	22983		19	12944765	12985765	+
MAST2|23139	MAST2	23139		1	46269285	46501797	+
MAST3|23031	MAST3	23031		19	18208603	18262498	+
MAST4|375449	MAST4	375449		5	65892176	66463092	+
MASTL|84930	MASTL	84930		10	27443717	27475848	+
MAT1A|4143	MAT1A	4143		10	82031577	82049434	-
MAT2A|4144	MAT2A	4144		2	85766288	85772401	+
MAT2B|27430	MAT2B	27430		5	162930231	162946333	+
MATK|4145	MATK	4145		19	3777968	3801810	-
MATN1|4146	MATN1	4146		1	31184126	31196432	-
MATN2|4147	MATN2	4147		8	98881311	99048944	+
MATN3|4148	MATN3	4148		2	20191814	20212455	-
MATN4|8785	MATN4	8785		20	43922087	43937169	-
MATR3|9782	MATR3	9782		5	138609778	138666128	+
MAVS|57506	MAVS	57506		20	3827449	3856761	+
MAX|4149	MAX	4149		14	65472892	65569227	-
MAZ|4150	MAZ	4150		16	29817426	29822877	+
MBD1|4152	MBD1	4152		18	47793256	47808144	-
MBD2|8932	MBD2	8932		18	51680575	51751158	-
MBD3L1|85509	MBD3L1	85509		19	8953269	8954016	+
MBD3L2|125997	MBD3L2	125997		19	7049351	7051746	+
MBD3L5|284428	MBD3L5	284428		19	7030594	7033021	+
MBD3|53615	MBD3	53615		19	1576678	1592710	-
MBD4|8930	MBD4	8930		3	129149793	129158852	-
MBD5|55777	MBD5	55777		2	148778589	149271042	+
MBD6|114785	MBD6	114785		12	57916659	57923931	+
MBIP|51562	MBIP	51562		14	36767764	36789882	-
MBL1P|8512	MBL1P	8512		10	81664654	81710783	+
MBL2|4153	MBL2	4153		10	54525141	54531460	-
MBLAC1|255374	MBLAC1	255374		7	99724320	99726119	+
MBLAC2|153364	MBLAC2	153364		5	89754022	89770585	-
MBNL1|4154	MBNL1	4154		3	151985829	152183568	+
MBNL2|10150	MBNL2	10150		13	97874574	98046372	+
MBNL3|55796	MBNL3	55796		X	131512179	131623995	-
MBOAT1|154141	MBOAT1	154141		6	20100935	20212670	-
MBOAT2|129642	MBOAT2	129642		2	8996701	9143876	-
MBOAT4|619373	MBOAT4	619373		8	29989188	30002200	-
MBOAT7|79143	MBOAT7	79143		19	54677107	54693733	-
MBP|4155	MBP	4155		18	74690790	74844774	-
MBTD1|54799	MBTD1	54799		17	49254788	49337514	-
MBTPS1|8720	MBTPS1	8720		16	84087371	84150517	-
MBTPS2|51360	MBTPS2	51360		X	21857656	21903540	+
MB|4151	MB	4151		22	36002812	36019401	-
MC1R|4157	MC1R	4157		16	89984287	89987384	+
MC2R|4158	MC2R	4158		18	13882043	13915535	-
MC3R|4159	MC3R	4159		20	54823788	54824871	+
MC4R|4160	MC4R	4160		18	58038564	58040001	-
MC5R|4161	MC5R	4161		18	13825765	13826740	+
MCAM|4162	MCAM	4162		11	119179235	119187840	-
MCART1|92014	MCART1	92014		9	37877572	37904350	-
MCART2|147407	MCART2	147407		18	29339659	29340843	-
MCART3P|442229	MCART3P	442229		6	66497772	66499375	+
MCART6|401612	MCART6	401612		X	103343899	103401708	-
MCAT|27349	MCAT	27349		22	43528212	43539403	-
MCCC1|56922	MCCC1	56922		3	182733008	182833860	-
MCCC2|64087	MCCC2	64087		5	70883115	70954528	+
MCCD1|401250	MCCD1	401250		6	31496739	31498008	+
MCC|4163	MCC	4163		5	112357797	112824527	-
MCEE|84693	MCEE	84693		2	71336806	71357394	-
MCF2L2|23101	MCF2L2	23101		3	182895831	183145855	-
MCF2L|23263	MCF2L	23263		13	113622757	113752863	+
MCF2|4168	MCF2	4168		X	138663930	138790381	-
MCFD2|90411	MCFD2	90411		2	47129017	47168878	-
MCHR1|2847	MCHR1	2847		22	41075182	41078817	+
MCHR2|84539	MCHR2	84539		6	100367786	100442114	-
MCL1|4170	MCL1	4170		1	150547037	150552136	-
MCM10|55388	MCM10	55388		10	13203581	13253100	+
MCM2|4171	MCM2	4171		3	127317253	127341274	+
MCM3APAS|114044	MCM3APAS	114044		21	47649158	47671743	+
MCM3AP|8888	MCM3AP	8888		21	47655048	47705236	-
MCM3|4172	MCM3	4172		6	52128812	52149582	-
MCM4|4173	MCM4	4173		8	48873494	48890068	+
MCM5|4174	MCM5	4174		22	35796116	35820494	+
MCM6|4175	MCM6	4175		2	136597204	136634011	-
MCM7|4176	MCM7	4176		7	99690404	99699427	-
MCM8|84515	MCM8	84515		20	5931298	5975829	+
MCM9|254394	MCM9	254394		6	119231764	119256303	-
MCOLN1|57192	MCOLN1	57192		19	7587512	7598861	+
MCOLN2|255231	MCOLN2	255231		1	85391267	85462796	-
MCOLN3|55283	MCOLN3	55283		1	85483766	85514169	-
MCPH1|79648	MCPH1	79648		8	6264121	6506025	+
MCRS1|10445	MCRS1	10445		12	49952086	49961911	-
MCTP1|79772	MCTP1	79772		5	94042289	94620279	-
MCTP2|55784	MCTP2	55784		15	94774801	95027180	+
MCTS1|28985	MCTS1	28985		X	119737744	119755011	+
MDC1|9656	MDC1	9656		6	30667585	30685458	-
MDFIC|29969	MDFIC	29969		7	114562209	114659263	+
MDFI|4188	MDFI	4188		6	41604930	41621981	+
MDGA1|266727	MDGA1	266727		6	37600284	37665766	-
MDGA2|161357	MDGA2	161357		14	47308830	48143988	-
MDH1B|130752	MDH1B	130752		2	207598943	207630050	-
MDH1|4190	MDH1	4190		2	63816122	63834328	+
MDH2|4191	MDH2	4191		7	75677393	75695928	+
MDK|4192	MDK	4192		11	46402334	46405374	+
MDM1|56890	MDM1	56890		12	68688346	68726161	-
MDM2|4193	MDM2	4193		12	69201971	69239211	+
MDM4|4194	MDM4	4194		1	204485511	204677661	+
MDN1|23195	MDN1	23195		6	90353231	90529442	-
MDP1|145553	MDP1	145553		14	24681945	24685241	-
MDS2|259283	MDS2	259283		1	23907985	23967056	+
ME1|4199	ME1	4199		6	83920112	84140779	-
ME2|4200	ME2	4200		18	48405435	48474258	+
ME3|10873	ME3	10873		11	86152152	86383678	-
MEA1|4201	MEA1	4201		6	42948082	42981660	-
MEAF6|64769	MEAF6	64769		1	37958176	37980364	-
MECOM|2122	MECOM	2122		3	168801287	169381563	-
MECP2|4204	MECP2	4204		X	153287264	153363188	-
MECR|51102	MECR	51102		1	29519385	29557454	-
MED10|84246	MED10	84246		5	6372040	6378639	-
MED11|400569	MED11	400569		17	4634723	4636894	+
MED12L|116931	MED12L	116931		3	150803451	151151809	+
MED12|9968	MED12	9968		X	70338406	70362303	+
MED13L|23389	MED13L	23389		12	116396383	116714991	-
MED13|9969	MED13	9969		17	60019967	60142643	-
MED14|9282	MED14	9282		X	40508797	40595136	-
MED15|51586	MED15	51586		22	20861886	20941918	+
MED16|10025	MED16	10025		19	867962	893218	-
MED17|9440	MED17	9440		11	93517405	93546495	+
MED18|54797	MED18	54797		1	28655513	28662477	+
MED19|219541	MED19	219541		11	57471182	57479673	-
MED1|5469	MED1	5469		17	37560540	37607527	-
MED20|9477	MED20	9477		6	41873093	41888877	-
MED21|9412	MED21	9412		12	27175483	27182682	+
MED22|6837	MED22	6837		9	136207756	136214972	-
MED23|9439	MED23	9439		6	131895108	131949363	-
MED24|9862	MED24	9862		17	38175351	38210889	-
MED25|81857	MED25	81857		19	50321546	50342036	+
MED26|9441	MED26	9441		19	16589875	16739015	-
MED27|9442	MED27	9442		9	134735499	134955253	-
MED28|80306	MED28	80306		4	17616273	17629791	+
MED29|55588	MED29	55588		19	39881963	39891201	+
MED30|90390	MED30	90390		8	118532965	118552499	+
MED31|51003	MED31	51003		17	6546634	6554954	-
MED4|29079	MED4	29079		13	48627462	48669251	-
MED6|10001	MED6	10001		14	71050958	71067384	-
MED7|9443	MED7	9443		5	156565453	156569921	-
MED8|112950	MED8	112950		1	43849588	43855483	-
MED9|55090	MED9	55090		17	17380300	17396534	+
MEF2A|4205	MEF2A	4205		15	100106133	100256627	+
MEF2B|100271849	MEF2B	100271849		19	19256376	19281098	-
MEF2C|4208	MEF2C	4208		5	88014058	88199869	-
MEF2D|4209	MEF2D	4209		1	156433520	156470529	-
MEFV|4210	MEFV	4210		16	3292028	3306627	-
MEG3|55384	MEG3	55384		14	101292445	101327368	+
MEG8|79104	MEG8	79104		14	101361107	101373305	+
MEGF10|84466	MEGF10	84466		5	126626456	126796908	+
MEGF11|84465	MEGF11	84465		15	66187634	66546075	-
MEGF6|1953	MEGF6	1953		1	3404513	3528059	-
MEGF8|1954	MEGF8	1954		19	42829761	42882920	+
MEGF9|1955	MEGF9	1955		9	123363091	123476612	-
MEI1|150365	MEI1	150365		22	42095518	42195459	+
MEIG1|644890	MEIG1	644890		10	15001438	15014850	+
MEIS1|4211	MEIS1	4211		2	66662532	66799890	+
MEIS2|4212	MEIS2	4212		15	37183233	37393500	-
MEIS3P1|4213	MEIS3P1	4213		17	15690164	15693017	+
MEIS3|56917	MEIS3	56917		19	47906382	47922785	-
MELK|9833	MELK	9833		9	36572905	36677678	+
MEMO1|51072	MEMO1	51072		2	32092896	32264862	-
MEN1|4221	MEN1	4221		11	64570996	64578766	-
MEOX1|4222	MEOX1	4222		17	41717767	41739262	-
MEOX2|4223	MEOX2	4223		7	15650839	15726308	-
MEP1A|4224	MEP1A	4224		6	46761094	46807519	+
MEP1B|4225	MEP1B	4225		18	29769987	29800364	+
MEPCE|56257	MEPCE	56257		7	100026440	100031740	+
MEPE|56955	MEPE	56955		4	88754140	88767942	+
MERTK|10461	MERTK	10461		2	112656191	112786945	+
MESDC1|59274	MESDC1	59274		15	81293295	81296344	+
MESDC2|23184	MESDC2	23184		15	81239670	81282205	-
MESP1|55897	MESP1	55897		15	90293100	90294540	-
MESP2|145873	MESP2	145873		15	90303822	90321980	+
MESTIT1|317751	MESTIT1	317751		7	130126900	130131013	-
MEST|4232	MEST	4232		7	130126046	130146129	+
METAP1|23173	METAP1	23173		4	99916788	99983959	+
METAP2|10988	METAP2	10988		12	95867822	95909611	+
METRNL|284207	METRNL	284207		17	81037567	81052589	+
METRN|79006	METRN	79006		16	765173	767478	+
METT10D|79066	METT10D	79066		17	2319350	2415200	-
METT11D1|64745	METT11D1	64745		14	21457965	21465192	+
METT5D1|196074	METT5D1	196074		11	28129798	28355054	+
METTL10|399818	METTL10	399818		10	126447406	126480439	-
METTL11A|28989	METTL11A	28989		9	132388435	132397879	+
METTL11B|149281	METTL11B	149281		1	170115188	170136923	+
METTL12|751071	METTL12	751071		11	62432779	62435952	+
METTL13|51603	METTL13	51603		1	171750761	171766855	+
METTL14|57721	METTL14	57721		4	119606574	119632075	+
METTL1|4234	METTL1	4234		12	58162352	58165914	-
METTL2A|339175	METTL2A	339175		17	60501236	60527454	+
METTL2B|55798	METTL2B	55798		7	128116783	128142977	+
METTL3|56339	METTL3	56339		14	21966283	21979457	-
METTL4|64863	METTL4	64863		18	2537525	2571489	-
METTL5|29081	METTL5	29081		2	170668270	170681420	-
METTL6|131965	METTL6	131965		3	15422784	15469042	-
METTL7A|25840	METTL7A	25840		12	51318534	51326299	+
METTL7B|196410	METTL7B	196410		12	56075330	56078392	+
METTL8|79828	METTL8	79828		2	172173915	172291312	-
METTL9|51108	METTL9	51108		16	21610856	21668791	+
MET|4233	MET	4233		7	116312459	116438439	+
MEX3A|92312	MEX3A	92312		1	156041806	156051789	-
MEX3B|84206	MEX3B	84206		15	82334128	82338361	-
MEX3C|51320	MEX3C	51320		18	48700922	48723690	-
MEX3D|399664	MEX3D	399664		19	1554669	1568057	-
MFAP1|4236	MFAP1	4236		15	44096733	44116951	-
MFAP2|4237	MFAP2	4237		1	17301000	17308081	-
MFAP3L|9848	MFAP3L	9848		4	170907750	170947429	-
MFAP3|4238	MFAP3	4238		5	153418519	153437014	+
MFAP4|4239	MFAP4	4239		17	19286757	19290503	-
MFAP5|8076	MFAP5	8076		12	8798540	8815433	-
MFF|56947	MFF	56947		2	228189978	228222547	+
MFGE8|4240	MFGE8	4240		15	89441916	89456663	-
MFHAS1|9258	MFHAS1	9258		8	8641999	8751131	-
MFI2|4241	MFI2	4241		3	196730157	196756686	-
MFN1|55669	MFN1	55669		3	179065480	179111006	+
MFN2|9927	MFN2	9927		1	12040238	12073571	+
MFNG|4242	MFNG	4242		22	37865103	37882419	-
MFRP|83552	MFRP	83552		11	119209652	119217383	-
MFSD10|10227	MFSD10	10227		4	2932290	2936586	-
MFSD11|79157	MFSD11	79157		17	74732272	74775336	+
MFSD1|64747	MFSD1	64747		3	158519912	158547504	+
MFSD2A|84879	MFSD2A	84879		1	40420784	40435627	+
MFSD2B|388931	MFSD2B	388931		2	24232953	24247141	+
MFSD3|113655	MFSD3	113655		8	145734552	145736589	+
MFSD4|148808	MFSD4	148808		1	205538112	205572045	+
MFSD5|84975	MFSD5	84975		12	53645437	53648188	+
MFSD6L|162387	MFSD6L	162387		17	8700481	8702583	-
MFSD6|54842	MFSD6	54842		2	191273081	191367041	+
MFSD7|84179	MFSD7	84179		4	675619	682973	-
MFSD8|256471	MFSD8	256471		4	128838961	128887139	-
MFSD9|84804	MFSD9	84804		2	103333666	103353337	-
MGAM|8972	MGAM	8972		7	141695679	141806546	+
MGAT1|4245	MGAT1	4245		5	180217543	180242541	-
MGAT2|4247	MGAT2	4247		14	50087489	50090198	+
MGAT3|4248	MGAT3	4248		22	39853325	39888197	+
MGAT4A|11320	MGAT4A	11320		2	99235571	99347589	-
MGAT4B|11282	MGAT4B	11282		5	179224600	179233952	-
MGAT4C|25834	MGAT4C	25834		12	86373039	87232681	-
MGAT5B|146664	MGAT5B	146664		17	74864798	74946470	+
MGAT5|4249	MGAT5	4249		2	135011830	135206468	+
MGA|23269	MGA	23269		15	41913764	42062139	+
MGC12916|84815	MGC12916	84815		17	14207057	14209061	+
MGC12982|84793	MGC12982	84793		1	47897808	47900313	-
MGC14436|84983	MGC14436	84983		12	110171131	110211292	-
MGC15885|197003	MGC15885	197003		15	62929371	62937380	-
MGC16025|85009	MGC16025	85009		2	240115027	240117153	-
MGC16121|84848	MGC16121	84848		X	133677408	133680741	-
MGC16142|84849	MGC16142	84849		7	92167789	92169077	+
MGC16275|85001	MGC16275	85001		17	72206141	72209460	-
MGC16384|114130	MGC16384	114130		12	129297749	129299295	-
MGC16703|113691	MGC16703	113691		22	21362504	21368576	-
MGC21881|389741	MGC21881	389741		9	41948516	41955076	-
MGC23270|196872	MGC23270	196872		14	105287538	105290055	+
MGC23284|197187	MGC23284	197187		16	88729781	88753592	+
MGC26647|219557	MGC26647	219557		7	88423421	88425031	-
MGC27382|149047	MGC27382	149047		1	78695283	78835145	+
MGC2752|65996	MGC2752	65996		19	59086766	59110850	+
MGC2889|84789	MGC2889	84789		3	192959568	192961760	+
MGC29506|51237	MGC29506	51237		5	138723258	138725605	-
MGC34034|154089	MGC34034	154089		6	134142285	134175130	+
MGC3771|81854	MGC3771	81854		16	3160461	3165599	-
MGC42105|167359	MGC42105	167359		5	43192327	43280951	+
MGC4473|79100	MGC4473	79100		1	168756179	168762120	+
MGC45800|90768	MGC45800	90768		4	183060159	183065668	-
MGC57346|401884	MGC57346	401884		17	43697712	43715327	+
MGC70857|414919	MGC70857	414919		8	145751603	145754458	-
MGC72080|389538	MGC72080	389538		7	97503667	97601638	-
MGC87042|256227	MGC87042	256227		7	22459066	22539798	-
MGEA5|10724	MGEA5	10724		10	103544200	103578700	-
MGLL|11343	MGLL	11343		3	127407911	127542051	-
MGMT|4255	MGMT	4255		10	131265454	131565783	+
MGP|4256	MGP	4256		12	15034827	15038828	-
MGRN1|23295	MGRN1	23295		16	4674826	4740974	+
MGST1|4257	MGST1	4257		12	16500076	16523342	+
MGST2|4258	MGST2	4258		4	140586922	140661899	+
MGST3|4259	MGST3	4259		1	165600450	165624853	+
MIA2|117153	MIA2	117153		14	39703125	39722573	+
MIA3|375056	MIA3	375056		1	222791444	222841350	+
MIAT|440823	MIAT	440823		22	27053484	27114949	+
MIA|8190	MIA	8190		19	41277553	41289745	+
MIB1|57534	MIB1	57534		18	19284918	19450910	+
MIB2|142678	MIB2	142678		1	1550884	1565984	+
MICAL1|64780	MICAL1	64780		6	109765268	109787171	-
MICAL2|9645	MICAL2	9645		11	12115543	12285329	+
MICAL3|57553	MICAL3	57553		22	18270418	18507325	-
MICALCL|84953	MICALCL	84953		11	12308447	12380691	+
MICALL1|85377	MICALL1	85377		22	38302346	38338025	+
MICALL2|79778	MICALL2	79778		7	1473996	1499109	-
MICA|4276	MICA	4276		6	31367561	31383090	+
MICB|4277	MICB	4277		6	31462658	31478898	+
MID1IP1|58526	MID1IP1	58526		X	38660685	38665781	+
MID1|4281	MID1	4281		X	10413597	10851809	-
MID2|11043	MID2	11043		X	107069084	107174865	+
MIDN|90007	MIDN	90007		19	1248552	1259139	+
MIER1|57708	MIER1	57708		1	67390578	67454302	+
MIER2|54531	MIER2	54531		19	305575	344791	-
MIER3|166968	MIER3	166968		5	56215429	56267501	-
MIF4GD|57409	MIF4GD	57409		17	73262310	73267303	-
MIF|4282	MIF	4282		22	24236565	24237409	+
MIIP|60672	MIIP	60672		1	12079512	12092106	+
MIMT1|100073347	MIMT1	100073347		19	57352270	57359922	+
MINA|84864	MINA	84864		3	97660661	97691295	-
MINK1|50488	MINK1	50488		17	4736683	4801355	+
MINPP1|9562	MINPP1	9562		10	89264223	89313168	+
MIOS|54468	MIOS	54468		7	7606616	7647103	+
MIOX|55586	MIOX	55586		22	50925213	50928750	+
MIPEP|4285	MIPEP	4285		13	24304329	24463559	-
MIPOL1|145282	MIPOL1	145282		14	37667118	38016865	+
MIP|4284	MIP	4284		12	56843885	56848429	-
MIR155HG|114614	MIR155HG	114614		21	26934457	26947473	+
MIR17HG|407975	MIR17HG	407975		13	92000074	92006829	+
MIS12|79003	MIS12	79003		17	5389716	5394128	+
MITD1|129531	MITD1	129531		2	99785726	99797492	-
MITF|4286	MITF	4286		3	69788633	70017486	+
MIXL1|83881	MIXL1	83881		1	226411383	226413512	+
MKI67IP|84365	MKI67IP	84365		2	122484522	122494503	-
MKI67|4288	MKI67	4288		10	129894927	129924468	-
MKKS|8195	MKKS	8195		20	10385833	10414866	-
MKL1|57591	MKL1	57591		22	40806292	41032690	-
