unique	mir-name	mirbase-id	mir-type	chromosome	start-loc	end-loc	strand	pre-mir-names	pre-mirbase-ids
hsa-miR-24-2-5p|MIMAT0004497	hsa-miR-24-2-5p	MIMAT0004497	mature-mir				MI0000081	hsa-mir-24-2
hsa-miR-25-5p|MIMAT0004498	hsa-miR-25-5p	MIMAT0004498	mature-mir				MI0000082	hsa-mir-25
hsa-miR-25-3p|MIMAT0000081	hsa-miR-25-3p	MIMAT0000081	mature-mir				MI0000082	hsa-mir-25
hsa-miR-26a-5p|MIMAT0000082	hsa-miR-26a-5p	MIMAT0000082	mature-mir				MI0000083,MI0000750	hsa-mir-26a-1,hsa-mir-26a-2
hsa-miR-26a-1-3p|MIMAT0004499	hsa-miR-26a-1-3p	MIMAT0004499	mature-mir				MI0000083	hsa-mir-26a-1
hsa-miR-26b-5p|MIMAT0000083	hsa-miR-26b-5p	MIMAT0000083	mature-mir				MI0000084	hsa-mir-26b
hsa-miR-26b-3p|MIMAT0004500	hsa-miR-26b-3p	MIMAT0004500	mature-mir				MI0000084	hsa-mir-26b
hsa-miR-27a-5p|MIMAT0004501	hsa-miR-27a-5p	MIMAT0004501	mature-mir				MI0000085	hsa-mir-27a
hsa-miR-27a-3p|MIMAT0000084	hsa-miR-27a-3p	MIMAT0000084	mature-mir				MI0000085	hsa-mir-27a
hsa-miR-28-5p|MIMAT0000085	hsa-miR-28-5p	MIMAT0000085	mature-mir				MI0000086	hsa-mir-28
hsa-miR-28-3p|MIMAT0004502	hsa-miR-28-3p	MIMAT0004502	mature-mir				MI0000086	hsa-mir-28
hsa-miR-29a-5p|MIMAT0004503	hsa-miR-29a-5p	MIMAT0004503	mature-mir				MI0000087	hsa-mir-29a
hsa-miR-29a-3p|MIMAT0000086	hsa-miR-29a-3p	MIMAT0000086	mature-mir				MI0000087	hsa-mir-29a
hsa-miR-30a-5p|MIMAT0000087	hsa-miR-30a-5p	MIMAT0000087	mature-mir				MI0000088	hsa-mir-30a
hsa-miR-30a-3p|MIMAT0000088	hsa-miR-30a-3p	MIMAT0000088	mature-mir				MI0000088	hsa-mir-30a
hsa-miR-31-5p|MIMAT0000089	hsa-miR-31-5p	MIMAT0000089	mature-mir				MI0000089	hsa-mir-31
hsa-miR-31-3p|MIMAT0004504	hsa-miR-31-3p	MIMAT0004504	mature-mir				MI0000089	hsa-mir-31
hsa-miR-32-5p|MIMAT0000090	hsa-miR-32-5p	MIMAT0000090	mature-mir				MI0000090	hsa-mir-32
hsa-miR-32-3p|MIMAT0004505	hsa-miR-32-3p	MIMAT0004505	mature-mir				MI0000090	hsa-mir-32
hsa-miR-33a-5p|MIMAT0000091	hsa-miR-33a-5p	MIMAT0000091	mature-mir				MI0000091	hsa-mir-33a
hsa-miR-33a-3p|MIMAT0004506	hsa-miR-33a-3p	MIMAT0004506	mature-mir				MI0000091	hsa-mir-33a
hsa-miR-92a-1-5p|MIMAT0004507	hsa-miR-92a-1-5p	MIMAT0004507	mature-mir				MI0000093	hsa-mir-92a-1
hsa-miR-92a-3p|MIMAT0000092	hsa-miR-92a-3p	MIMAT0000092	mature-mir				MI0000093,MI0000094	hsa-mir-92a-1,hsa-mir-92a-2
hsa-miR-92a-2-5p|MIMAT0004508	hsa-miR-92a-2-5p	MIMAT0004508	mature-mir				MI0000094	hsa-mir-92a-2
hsa-miR-93-5p|MIMAT0000093	hsa-miR-93-5p	MIMAT0000093	mature-mir				MI0000095	hsa-mir-93
hsa-miR-93-3p|MIMAT0004509	hsa-miR-93-3p	MIMAT0004509	mature-mir				MI0000095	hsa-mir-93
hsa-miR-95-3p|MIMAT0000094	hsa-miR-95-3p	MIMAT0000094	mature-mir				MI0000097	hsa-mir-95
hsa-miR-96-5p|MIMAT0000095	hsa-miR-96-5p	MIMAT0000095	mature-mir				MI0000098	hsa-mir-96
hsa-miR-96-3p|MIMAT0004510	hsa-miR-96-3p	MIMAT0004510	mature-mir				MI0000098	hsa-mir-96
hsa-miR-98-5p|MIMAT0000096	hsa-miR-98-5p	MIMAT0000096	mature-mir				MI0000100	hsa-mir-98
hsa-miR-99a-5p|MIMAT0000097	hsa-miR-99a-5p	MIMAT0000097	mature-mir				MI0000101	hsa-mir-99a
hsa-miR-99a-3p|MIMAT0004511	hsa-miR-99a-3p	MIMAT0004511	mature-mir				MI0000101	hsa-mir-99a
hsa-miR-100-5p|MIMAT0000098	hsa-miR-100-5p	MIMAT0000098	mature-mir				MI0000102	hsa-mir-100
hsa-miR-100-3p|MIMAT0004512	hsa-miR-100-3p	MIMAT0004512	mature-mir				MI0000102	hsa-mir-100
hsa-miR-101-5p|MIMAT0004513	hsa-miR-101-5p	MIMAT0004513	mature-mir				MI0000103	hsa-mir-101-1
hsa-miR-101-3p|MIMAT0000099	hsa-miR-101-3p	MIMAT0000099	mature-mir				MI0000103,MI0000739	hsa-mir-101-1,hsa-mir-101-2
hsa-miR-29b-1-5p|MIMAT0004514	hsa-miR-29b-1-5p	MIMAT0004514	mature-mir				MI0000105	hsa-mir-29b-1
hsa-miR-29b-3p|MIMAT0000100	hsa-miR-29b-3p	MIMAT0000100	mature-mir				MI0000105,MI0000107	hsa-mir-29b-1,hsa-mir-29b-2
hsa-miR-29b-2-5p|MIMAT0004515	hsa-miR-29b-2-5p	MIMAT0004515	mature-mir				MI0000107	hsa-mir-29b-2
hsa-miR-103a-2-5p|MIMAT0009196	hsa-miR-103a-2-5p	MIMAT0009196	mature-mir				MI0000108	hsa-mir-103a-2
hsa-miR-103a-3p|MIMAT0000101	hsa-miR-103a-3p	MIMAT0000101	mature-mir				MI0000108,MI0000109	hsa-mir-103a-2,hsa-mir-103a-1
hsa-miR-105-5p|MIMAT0000102	hsa-miR-105-5p	MIMAT0000102	mature-mir				MI0000111,MI0000112	hsa-mir-105-1,hsa-mir-105-2
hsa-miR-105-3p|MIMAT0004516	hsa-miR-105-3p	MIMAT0004516	mature-mir				MI0000111,MI0000112	hsa-mir-105-1,hsa-mir-105-2
hsa-miR-106a-5p|MIMAT0000103	hsa-miR-106a-5p	MIMAT0000103	mature-mir				MI0000113	hsa-mir-106a
hsa-miR-106a-3p|MIMAT0004517	hsa-miR-106a-3p	MIMAT0004517	mature-mir				MI0000113	hsa-mir-106a
hsa-miR-107|MIMAT0000104	hsa-miR-107	MIMAT0000104	mature-mir				MI0000114	hsa-mir-107
hsa-miR-16-2-3p|MIMAT0004518	hsa-miR-16-2-3p	MIMAT0004518	mature-mir				MI0000115	hsa-mir-16-2
hsa-miR-192-5p|MIMAT0000222	hsa-miR-192-5p	MIMAT0000222	mature-mir				MI0000234	hsa-mir-192
hsa-miR-192-3p|MIMAT0004543	hsa-miR-192-3p	MIMAT0004543	mature-mir				MI0000234	hsa-mir-192
hsa-miR-196a-5p|MIMAT0000226	hsa-miR-196a-5p	MIMAT0000226	mature-mir				MI0000238,MI0000279	hsa-mir-196a-1,hsa-mir-196a-2
hsa-miR-197-3p|MIMAT0000227	hsa-miR-197-3p	MIMAT0000227	mature-mir				MI0000239	hsa-mir-197
hsa-miR-198|MIMAT0000228	hsa-miR-198	MIMAT0000228	mature-mir				MI0000240	hsa-mir-198
hsa-miR-199a-5p|MIMAT0000231	hsa-miR-199a-5p	MIMAT0000231	mature-mir				MI0000242,MI0000281	hsa-mir-199a-1,hsa-mir-199a-2
hsa-miR-199a-3p|MIMAT0000232	hsa-miR-199a-3p	MIMAT0000232	mature-mir				MI0000242,MI0000281	hsa-mir-199a-1,hsa-mir-199a-2
hsa-miR-208a-3p|MIMAT0000241	hsa-miR-208a-3p	MIMAT0000241	mature-mir				MI0000251	hsa-mir-208a
hsa-miR-129-5p|MIMAT0000242	hsa-miR-129-5p	MIMAT0000242	mature-mir				MI0000252,MI0000473	hsa-mir-129-1,hsa-mir-129-2
hsa-miR-129-1-3p|MIMAT0004548	hsa-miR-129-1-3p	MIMAT0004548	mature-mir				MI0000252	hsa-mir-129-1
hsa-miR-148a-5p|MIMAT0004549	hsa-miR-148a-5p	MIMAT0004549	mature-mir				MI0000253	hsa-mir-148a
hsa-miR-148a-3p|MIMAT0000243	hsa-miR-148a-3p	MIMAT0000243	mature-mir				MI0000253	hsa-mir-148a
hsa-miR-30c-5p|MIMAT0000244	hsa-miR-30c-5p	MIMAT0000244	mature-mir				MI0000254,MI0000736	hsa-mir-30c-2,hsa-mir-30c-1
hsa-miR-30c-2-3p|MIMAT0004550	hsa-miR-30c-2-3p	MIMAT0004550	mature-mir				MI0000254	hsa-mir-30c-2
hsa-miR-30d-5p|MIMAT0000245	hsa-miR-30d-5p	MIMAT0000245	mature-mir				MI0000255	hsa-mir-30d
hsa-miR-30d-3p|MIMAT0004551	hsa-miR-30d-3p	MIMAT0004551	mature-mir				MI0000255	hsa-mir-30d
hsa-miR-139-5p|MIMAT0000250	hsa-miR-139-5p	MIMAT0000250	mature-mir				MI0000261	hsa-mir-139
hsa-miR-139-3p|MIMAT0004552	hsa-miR-139-3p	MIMAT0004552	mature-mir				MI0000261	hsa-mir-139
hsa-miR-147a|MIMAT0000251	hsa-miR-147a	MIMAT0000251	mature-mir				MI0000262	hsa-mir-147a
hsa-miR-7-5p|MIMAT0000252	hsa-miR-7-5p	MIMAT0000252	mature-mir				MI0000263,MI0000264,MI0000265	hsa-mir-7-1,hsa-mir-7-2,hsa-mir-7-3
hsa-miR-7-1-3p|MIMAT0004553	hsa-miR-7-1-3p	MIMAT0004553	mature-mir				MI0000263	hsa-mir-7-1
hsa-miR-7-2-3p|MIMAT0004554	hsa-miR-7-2-3p	MIMAT0004554	mature-mir				MI0000264	hsa-mir-7-2
hsa-miR-10a-5p|MIMAT0000253	hsa-miR-10a-5p	MIMAT0000253	mature-mir				MI0000266	hsa-mir-10a
hsa-miR-10a-3p|MIMAT0004555	hsa-miR-10a-3p	MIMAT0004555	mature-mir				MI0000266	hsa-mir-10a
hsa-miR-10b-5p|MIMAT0000254	hsa-miR-10b-5p	MIMAT0000254	mature-mir				MI0000267	hsa-mir-10b
hsa-miR-10b-3p|MIMAT0004556	hsa-miR-10b-3p	MIMAT0004556	mature-mir				MI0000267	hsa-mir-10b
hsa-miR-34a-5p|MIMAT0000255	hsa-miR-34a-5p	MIMAT0000255	mature-mir				MI0000268	hsa-mir-34a
hsa-miR-34a-3p|MIMAT0004557	hsa-miR-34a-3p	MIMAT0004557	mature-mir				MI0000268	hsa-mir-34a
hsa-miR-181a-5p|MIMAT0000256	hsa-miR-181a-5p	MIMAT0000256	mature-mir				MI0000269,MI0000289	hsa-mir-181a-2,hsa-mir-181a-1
hsa-miR-181a-2-3p|MIMAT0004558	hsa-miR-181a-2-3p	MIMAT0004558	mature-mir				MI0000269	hsa-mir-181a-2
hsa-miR-181b-5p|MIMAT0000257	hsa-miR-181b-5p	MIMAT0000257	mature-mir				MI0000270,MI0000683	hsa-mir-181b-1,hsa-mir-181b-2
hsa-miR-181c-5p|MIMAT0000258	hsa-miR-181c-5p	MIMAT0000258	mature-mir				MI0000271	hsa-mir-181c
hsa-miR-181c-3p|MIMAT0004559	hsa-miR-181c-3p	MIMAT0004559	mature-mir				MI0000271	hsa-mir-181c
hsa-miR-182-5p|MIMAT0000259	hsa-miR-182-5p	MIMAT0000259	mature-mir				MI0000272	hsa-mir-182
hsa-miR-182-3p|MIMAT0000260	hsa-miR-182-3p	MIMAT0000260	mature-mir				MI0000272	hsa-mir-182
hsa-miR-183-5p|MIMAT0000261	hsa-miR-183-5p	MIMAT0000261	mature-mir				MI0000273	hsa-mir-183
hsa-miR-183-3p|MIMAT0004560	hsa-miR-183-3p	MIMAT0004560	mature-mir				MI0000273	hsa-mir-183
hsa-miR-187-5p|MIMAT0004561	hsa-miR-187-5p	MIMAT0004561	mature-mir				MI0000274	hsa-mir-187
hsa-miR-187-3p|MIMAT0000262	hsa-miR-187-3p	MIMAT0000262	mature-mir				MI0000274	hsa-mir-187
hsa-miR-196a-3p|MIMAT0004562	hsa-miR-196a-3p	MIMAT0004562	mature-mir				MI0000279	hsa-mir-196a-2
hsa-miR-199b-5p|MIMAT0000263	hsa-miR-199b-5p	MIMAT0000263	mature-mir				MI0000282	hsa-mir-199b
hsa-miR-199b-3p|MIMAT0004563	hsa-miR-199b-3p	MIMAT0004563	mature-mir				MI0000282	hsa-mir-199b
hsa-miR-203a-3p|MIMAT0000264	hsa-miR-203a-3p	MIMAT0000264	mature-mir				MI0000283	hsa-mir-203a
hsa-miR-204-5p|MIMAT0000265	hsa-miR-204-5p	MIMAT0000265	mature-mir				MI0000284	hsa-mir-204
hsa-miR-205-5p|MIMAT0000266	hsa-miR-205-5p	MIMAT0000266	mature-mir				MI0000285	hsa-mir-205
hsa-miR-205-3p|MIMAT0009197	hsa-miR-205-3p	MIMAT0009197	mature-mir				MI0000285	hsa-mir-205
hsa-miR-210-3p|MIMAT0000267	hsa-miR-210-3p	MIMAT0000267	mature-mir				MI0000286	hsa-mir-210
hsa-miR-211-5p|MIMAT0000268	hsa-miR-211-5p	MIMAT0000268	mature-mir				MI0000287	hsa-mir-211
hsa-miR-212-3p|MIMAT0000269	hsa-miR-212-3p	MIMAT0000269	mature-mir				MI0000288	hsa-mir-212
hsa-miR-181a-3p|MIMAT0000270	hsa-miR-181a-3p	MIMAT0000270	mature-mir				MI0000289	hsa-mir-181a-1
hsa-miR-214-5p|MIMAT0004564	hsa-miR-214-5p	MIMAT0004564	mature-mir				MI0000290	hsa-mir-214
hsa-miR-214-3p|MIMAT0000271	hsa-miR-214-3p	MIMAT0000271	mature-mir				MI0000290	hsa-mir-214
hsa-miR-215-5p|MIMAT0000272	hsa-miR-215-5p	MIMAT0000272	mature-mir				MI0000291	hsa-mir-215
hsa-miR-216a-5p|MIMAT0000273	hsa-miR-216a-5p	MIMAT0000273	mature-mir				MI0000292	hsa-mir-216a
hsa-miR-217|MIMAT0000274	hsa-miR-217	MIMAT0000274	mature-mir				MI0000293	hsa-mir-217
hsa-miR-218-5p|MIMAT0000275	hsa-miR-218-5p	MIMAT0000275	mature-mir				MI0000294,MI0000295	hsa-mir-218-1,hsa-mir-218-2
hsa-miR-218-1-3p|MIMAT0004565	hsa-miR-218-1-3p	MIMAT0004565	mature-mir				MI0000294	hsa-mir-218-1
hsa-miR-218-2-3p|MIMAT0004566	hsa-miR-218-2-3p	MIMAT0004566	mature-mir				MI0000295	hsa-mir-218-2
hsa-miR-219a-5p|MIMAT0000276	hsa-miR-219a-5p	MIMAT0000276	mature-mir				MI0000296,MI0000740	hsa-mir-219a-1,hsa-mir-219a-2
hsa-miR-219a-1-3p|MIMAT0004567	hsa-miR-219a-1-3p	MIMAT0004567	mature-mir				MI0000296	hsa-mir-219a-1
hsa-miR-221-5p|MIMAT0004568	hsa-miR-221-5p	MIMAT0004568	mature-mir				MI0000298	hsa-mir-221
hsa-miR-221-3p|MIMAT0000278	hsa-miR-221-3p	MIMAT0000278	mature-mir				MI0000298	hsa-mir-221
hsa-miR-222-5p|MIMAT0004569	hsa-miR-222-5p	MIMAT0004569	mature-mir				MI0000299	hsa-mir-222
hsa-miR-222-3p|MIMAT0000279	hsa-miR-222-3p	MIMAT0000279	mature-mir				MI0000299	hsa-mir-222
hsa-miR-223-5p|MIMAT0004570	hsa-miR-223-5p	MIMAT0004570	mature-mir				MI0000300	hsa-mir-223
hsa-miR-223-3p|MIMAT0000280	hsa-miR-223-3p	MIMAT0000280	mature-mir				MI0000300	hsa-mir-223
hsa-miR-224-5p|MIMAT0000281	hsa-miR-224-5p	MIMAT0000281	mature-mir				MI0000301	hsa-mir-224
hsa-miR-224-3p|MIMAT0009198	hsa-miR-224-3p	MIMAT0009198	mature-mir				MI0000301	hsa-mir-224
hsa-miR-200b-5p|MIMAT0004571	hsa-miR-200b-5p	MIMAT0004571	mature-mir				MI0000342	hsa-mir-200b
hsa-miR-200b-3p|MIMAT0000318	hsa-miR-200b-3p	MIMAT0000318	mature-mir				MI0000342	hsa-mir-200b
hsa-let-7g-5p|MIMAT0000414	hsa-let-7g-5p	MIMAT0000414	mature-mir				MI0000433	hsa-let-7g
hsa-let-7g-3p|MIMAT0004584	hsa-let-7g-3p	MIMAT0004584	mature-mir				MI0000433	hsa-let-7g
hsa-let-7i-5p|MIMAT0000415	hsa-let-7i-5p	MIMAT0000415	mature-mir				MI0000434	hsa-let-7i
hsa-let-7i-3p|MIMAT0004585	hsa-let-7i-3p	MIMAT0004585	mature-mir				MI0000434	hsa-let-7i
hsa-miR-1-3p|MIMAT0000416	hsa-miR-1-3p	MIMAT0000416	mature-mir				MI0000437,MI0000651	hsa-mir-1-2,hsa-mir-1-1
hsa-miR-15b-5p|MIMAT0000417	hsa-miR-15b-5p	MIMAT0000417	mature-mir				MI0000438	hsa-mir-15b
hsa-miR-15b-3p|MIMAT0004586	hsa-miR-15b-3p	MIMAT0004586	mature-mir				MI0000438	hsa-mir-15b
hsa-miR-23b-5p|MIMAT0004587	hsa-miR-23b-5p	MIMAT0004587	mature-mir				MI0000439	hsa-mir-23b
hsa-miR-23b-3p|MIMAT0000418	hsa-miR-23b-3p	MIMAT0000418	mature-mir				MI0000439	hsa-mir-23b
hsa-miR-27b-5p|MIMAT0004588	hsa-miR-27b-5p	MIMAT0004588	mature-mir				MI0000440	hsa-mir-27b
hsa-miR-27b-3p|MIMAT0000419	hsa-miR-27b-3p	MIMAT0000419	mature-mir				MI0000440	hsa-mir-27b
hsa-miR-30b-5p|MIMAT0000420	hsa-miR-30b-5p	MIMAT0000420	mature-mir				MI0000441	hsa-mir-30b
hsa-miR-30b-3p|MIMAT0004589	hsa-miR-30b-3p	MIMAT0004589	mature-mir				MI0000441	hsa-mir-30b
hsa-miR-122-5p|MIMAT0000421	hsa-miR-122-5p	MIMAT0000421	mature-mir				MI0000442	hsa-mir-122
hsa-miR-122-3p|MIMAT0004590	hsa-miR-122-3p	MIMAT0004590	mature-mir				MI0000442	hsa-mir-122
hsa-miR-124-5p|MIMAT0004591	hsa-miR-124-5p	MIMAT0004591	mature-mir				MI0000443,MI0000444,MI0000445	hsa-mir-124-1,hsa-mir-124-2,hsa-mir-124-3
hsa-miR-124-3p|MIMAT0000422	hsa-miR-124-3p	MIMAT0000422	mature-mir				MI0000443,MI0000444,MI0000445	hsa-mir-124-1,hsa-mir-124-2,hsa-mir-124-3
hsa-miR-125b-5p|MIMAT0000423	hsa-miR-125b-5p	MIMAT0000423	mature-mir				MI0000446,MI0000470	hsa-mir-125b-1,hsa-mir-125b-2
hsa-miR-125b-1-3p|MIMAT0004592	hsa-miR-125b-1-3p	MIMAT0004592	mature-mir				MI0000446	hsa-mir-125b-1
hsa-miR-128-3p|MIMAT0000424	hsa-miR-128-3p	MIMAT0000424	mature-mir				MI0000447,MI0000727	hsa-mir-128-1,hsa-mir-128-2
hsa-miR-130a-5p|MIMAT0004593	hsa-miR-130a-5p	MIMAT0004593	mature-mir				MI0000448	hsa-mir-130a
hsa-miR-130a-3p|MIMAT0000425	hsa-miR-130a-3p	MIMAT0000425	mature-mir				MI0000448	hsa-mir-130a
hsa-miR-132-5p|MIMAT0004594	hsa-miR-132-5p	MIMAT0004594	mature-mir				MI0000449	hsa-mir-132
hsa-miR-132-3p|MIMAT0000426	hsa-miR-132-3p	MIMAT0000426	mature-mir				MI0000449	hsa-mir-132
hsa-miR-133a-3p|MIMAT0000427	hsa-miR-133a-3p	MIMAT0000427	mature-mir				MI0000450,MI0000451	hsa-mir-133a-1,hsa-mir-133a-2
hsa-miR-135a-5p|MIMAT0000428	hsa-miR-135a-5p	MIMAT0000428	mature-mir				MI0000452,MI0000453	hsa-mir-135a-1,hsa-mir-135a-2
hsa-miR-135a-3p|MIMAT0004595	hsa-miR-135a-3p	MIMAT0004595	mature-mir				MI0000452	hsa-mir-135a-1
hsa-miR-137|MIMAT0000429	hsa-miR-137	MIMAT0000429	mature-mir				MI0000454	hsa-mir-137
hsa-miR-138-5p|MIMAT0000430	hsa-miR-138-5p	MIMAT0000430	mature-mir				MI0000455,MI0000476	hsa-mir-138-2,hsa-mir-138-1
hsa-miR-138-2-3p|MIMAT0004596	hsa-miR-138-2-3p	MIMAT0004596	mature-mir				MI0000455	hsa-mir-138-2
hsa-miR-140-5p|MIMAT0000431	hsa-miR-140-5p	MIMAT0000431	mature-mir				MI0000456	hsa-mir-140
hsa-miR-140-3p|MIMAT0004597	hsa-miR-140-3p	MIMAT0004597	mature-mir				MI0000456	hsa-mir-140
hsa-miR-141-5p|MIMAT0004598	hsa-miR-141-5p	MIMAT0004598	mature-mir				MI0000457	hsa-mir-141
hsa-miR-141-3p|MIMAT0000432	hsa-miR-141-3p	MIMAT0000432	mature-mir				MI0000457	hsa-mir-141
hsa-miR-142-5p|MIMAT0000433	hsa-miR-142-5p	MIMAT0000433	mature-mir				MI0000458	hsa-mir-142
hsa-miR-142-3p|MIMAT0000434	hsa-miR-142-3p	MIMAT0000434	mature-mir				MI0000458	hsa-mir-142
hsa-miR-143-5p|MIMAT0004599	hsa-miR-143-5p	MIMAT0004599	mature-mir				MI0000459	hsa-mir-143
hsa-miR-143-3p|MIMAT0000435	hsa-miR-143-3p	MIMAT0000435	mature-mir				MI0000459	hsa-mir-143
hsa-miR-144-5p|MIMAT0004600	hsa-miR-144-5p	MIMAT0004600	mature-mir				MI0000460	hsa-mir-144
hsa-miR-144-3p|MIMAT0000436	hsa-miR-144-3p	MIMAT0000436	mature-mir				MI0000460	hsa-mir-144
hsa-miR-145-5p|MIMAT0000437	hsa-miR-145-5p	MIMAT0000437	mature-mir				MI0000461	hsa-mir-145
hsa-miR-145-3p|MIMAT0004601	hsa-miR-145-3p	MIMAT0004601	mature-mir				MI0000461	hsa-mir-145
hsa-miR-152-3p|MIMAT0000438	hsa-miR-152-3p	MIMAT0000438	mature-mir				MI0000462	hsa-mir-152
hsa-miR-153-3p|MIMAT0000439	hsa-miR-153-3p	MIMAT0000439	mature-mir				MI0000463,MI0000464	hsa-mir-153-1,hsa-mir-153-2
hsa-miR-191-5p|MIMAT0000440	hsa-miR-191-5p	MIMAT0000440	mature-mir				MI0000465	hsa-mir-191
hsa-miR-191-3p|MIMAT0001618	hsa-miR-191-3p	MIMAT0001618	mature-mir				MI0000465	hsa-mir-191
hsa-miR-9-5p|MIMAT0000441	hsa-miR-9-5p	MIMAT0000441	mature-mir				MI0000466,MI0000467,MI0000468	hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3
hsa-miR-9-3p|MIMAT0000442	hsa-miR-9-3p	MIMAT0000442	mature-mir				MI0000466,MI0000467,MI0000468	hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3
hsa-miR-125a-5p|MIMAT0000443	hsa-miR-125a-5p	MIMAT0000443	mature-mir				MI0000469	hsa-mir-125a
hsa-miR-125a-3p|MIMAT0004602	hsa-miR-125a-3p	MIMAT0004602	mature-mir				MI0000469	hsa-mir-125a
hsa-miR-125b-2-3p|MIMAT0004603	hsa-miR-125b-2-3p	MIMAT0004603	mature-mir				MI0000470	hsa-mir-125b-2
hsa-miR-126-5p|MIMAT0000444	hsa-miR-126-5p	MIMAT0000444	mature-mir				MI0000471	hsa-mir-126
hsa-miR-126-3p|MIMAT0000445	hsa-miR-126-3p	MIMAT0000445	mature-mir				MI0000471	hsa-mir-126
hsa-miR-127-5p|MIMAT0004604	hsa-miR-127-5p	MIMAT0004604	mature-mir				MI0000472	hsa-mir-127
hsa-miR-127-3p|MIMAT0000446	hsa-miR-127-3p	MIMAT0000446	mature-mir				MI0000472	hsa-mir-127
hsa-miR-129-2-3p|MIMAT0004605	hsa-miR-129-2-3p	MIMAT0004605	mature-mir				MI0000473	hsa-mir-129-2
hsa-miR-134-5p|MIMAT0000447	hsa-miR-134-5p	MIMAT0000447	mature-mir				MI0000474	hsa-mir-134
hsa-miR-136-5p|MIMAT0000448	hsa-miR-136-5p	MIMAT0000448	mature-mir				MI0000475	hsa-mir-136
hsa-miR-136-3p|MIMAT0004606	hsa-miR-136-3p	MIMAT0004606	mature-mir				MI0000475	hsa-mir-136
hsa-miR-138-1-3p|MIMAT0004607	hsa-miR-138-1-3p	MIMAT0004607	mature-mir				MI0000476	hsa-mir-138-1
hsa-miR-146a-5p|MIMAT0000449	hsa-miR-146a-5p	MIMAT0000449	mature-mir				MI0000477	hsa-mir-146a
hsa-miR-146a-3p|MIMAT0004608	hsa-miR-146a-3p	MIMAT0004608	mature-mir				MI0000477	hsa-mir-146a
hsa-miR-149-5p|MIMAT0000450	hsa-miR-149-5p	MIMAT0000450	mature-mir				MI0000478	hsa-mir-149
hsa-miR-149-3p|MIMAT0004609	hsa-miR-149-3p	MIMAT0004609	mature-mir				MI0000478	hsa-mir-149
hsa-miR-150-5p|MIMAT0000451	hsa-miR-150-5p	MIMAT0000451	mature-mir				MI0000479	hsa-mir-150
hsa-miR-150-3p|MIMAT0004610	hsa-miR-150-3p	MIMAT0004610	mature-mir				MI0000479	hsa-mir-150
hsa-miR-154-5p|MIMAT0000452	hsa-miR-154-5p	MIMAT0000452	mature-mir				MI0000480	hsa-mir-154
hsa-miR-154-3p|MIMAT0000453	hsa-miR-154-3p	MIMAT0000453	mature-mir				MI0000480	hsa-mir-154
hsa-miR-184|MIMAT0000454	hsa-miR-184	MIMAT0000454	mature-mir				MI0000481	hsa-mir-184
hsa-miR-185-5p|MIMAT0000455	hsa-miR-185-5p	MIMAT0000455	mature-mir				MI0000482	hsa-mir-185
hsa-miR-185-3p|MIMAT0004611	hsa-miR-185-3p	MIMAT0004611	mature-mir				MI0000482	hsa-mir-185
hsa-miR-186-5p|MIMAT0000456	hsa-miR-186-5p	MIMAT0000456	mature-mir				MI0000483	hsa-mir-186
hsa-miR-186-3p|MIMAT0004612	hsa-miR-186-3p	MIMAT0004612	mature-mir				MI0000483	hsa-mir-186
hsa-miR-188-5p|MIMAT0000457	hsa-miR-188-5p	MIMAT0000457	mature-mir				MI0000484	hsa-mir-188
hsa-miR-188-3p|MIMAT0004613	hsa-miR-188-3p	MIMAT0004613	mature-mir				MI0000484	hsa-mir-188
hsa-miR-190a-5p|MIMAT0000458	hsa-miR-190a-5p	MIMAT0000458	mature-mir				MI0000486	hsa-mir-190a
hsa-miR-193a-5p|MIMAT0004614	hsa-miR-193a-5p	MIMAT0004614	mature-mir				MI0000487	hsa-mir-193a
hsa-miR-193a-3p|MIMAT0000459	hsa-miR-193a-3p	MIMAT0000459	mature-mir				MI0000487	hsa-mir-193a
hsa-miR-194-5p|MIMAT0000460	hsa-miR-194-5p	MIMAT0000460	mature-mir				MI0000488,MI0000732	hsa-mir-194-1,hsa-mir-194-2
hsa-miR-195-5p|MIMAT0000461	hsa-miR-195-5p	MIMAT0000461	mature-mir				MI0000489	hsa-mir-195
hsa-miR-195-3p|MIMAT0004615	hsa-miR-195-3p	MIMAT0004615	mature-mir				MI0000489	hsa-mir-195
hsa-miR-206|MIMAT0000462	hsa-miR-206	MIMAT0000462	mature-mir				MI0000490	hsa-mir-206
hsa-miR-320a|MIMAT0000510	hsa-miR-320a	MIMAT0000510	mature-mir				MI0000542	hsa-mir-320a
hsa-miR-200c-5p|MIMAT0004657	hsa-miR-200c-5p	MIMAT0004657	mature-mir				MI0000650	hsa-mir-200c
hsa-miR-200c-3p|MIMAT0000617	hsa-miR-200c-3p	MIMAT0000617	mature-mir				MI0000650	hsa-mir-200c
hsa-miR-155-5p|MIMAT0000646	hsa-miR-155-5p	MIMAT0000646	mature-mir				MI0000681	hsa-mir-155
hsa-miR-155-3p|MIMAT0004658	hsa-miR-155-3p	MIMAT0004658	mature-mir				MI0000681	hsa-mir-155
hsa-miR-194-3p|MIMAT0004671	hsa-miR-194-3p	MIMAT0004671	mature-mir				MI0000732	hsa-mir-194-2
