probe-id	chromosome	start	stop	strand	genes
cg15350036	7	87344360	87344362	+	AC005045.1;AC005045.2;CROT;TP53TG1
cg15350194	13	113758767	113758769	+	TMEM255B
cg15350455	2	24047486	24047488	-	MFSD2B;WDCP
cg15352315	2	159798524	159798526	+	AC009961.3;CD302;LY75-CD302
cg15352829	14	104924680	104924682	+	PLD4
cg15357518	19	35629453	35629455	-	RBM42
cg15357639	3	9748758	9748760	+	OGG1
cg15357945	11	57390887	57390889	+	AP000781.2;PRG2
cg15359413	7	50450232	50450234	-	FIGNL1
cg15361231	1	193106060	193106062	-	GLRX2
cg15361590	5	141485133	141485135	+	PCDHGA1;PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7;PCDHGC3;PCDHGC4
cg15361750	19	47335874	47335876	-	C5AR2
cg15364303	1	63773719	63773721	+	ROR1
cg15364537	1	205569181	205569183	-	MFSD4A
cg15364618	14	24311344	24311346	-	CIDEB;LTB4R;LTB4R2
cg15365950	14	49693588	49693590	+	KLHDC1
cg15368822	1	225882696	225882698	-	TMEM63A
cg15371509	1	153728173	153728175	-	INTS3
cg15372098	3	99818208	99818210	-	CMSS1
cg15373285	14	100826752	100826754	-	MEG3
cg15373633	X	86148469	86148471	+	DACH2
cg15374234	17	74712886	74712888	+	CD300LF;RAB37
cg15375239	19	38264646	38264648	+	SPINT2
cg15375586	X	80022433	80022435	-	TBX22
cg15376097	11	118264554	118264556	+	AP002800.1;MPZL2
cg15377518	2	144520545	144520547	-	AC009951.1;AC009951.3;ZEB2;ZEB2-AS1
cg15377649	19	38647759	38647761	+	ACTN4
cg15378655	6	116254265	116254267	-	DSE;TSPYL4
cg15379237	1	43979866	43979868	-	B4GALT2
cg15379633	22	23145398	23145400	+	RAB36;RSPH14
cg15379858	8	19682954	19682956	+	AC090541.1;CSGALNACT1
cg15379887	3	88058264	88058266	-	AC119733.1;CGGBP1;ZNF654
cg15381313	12	100473730	100473732	+	NR1H4
cg15381769	6	128520826	128520828	-	PTPRK
cg15383087	19	36419241	36419243	+	ZFP82
cg15383120	6	291908	291910	+	AL365272.1;DUSP22
cg15383392	11	70398584	70398586	+	AP000487.1;CTTN
cg15383574	14	50312450	50312452	+	DMAC2L;L2HGDH
cg15384392	11	46700370	46700372	-	ARHGAP1;ZNF408
cg15384599	3	4303202	4303204	-	AC023483.1;SETMAR;SUMF1
cg15384717	1	150321634	150321636	+	PRPF3
cg15385623	3	24494817	24494819	+	THRB;THRB-AS1
cg15387123	9	136996605	136996607	+	CLIC3
cg15389153	3	42777848	42777850	+	AC006059.2
cg15392792	19	10718496	10718498	+	DNM2;MIR638
cg15394409	3	9986789	9986791	-	EMC3;EMC3-AS1
cg15396310	7	73557067	73557069	-	BCL7B
cg15396367	9	137078326	137078328	-	UAP1L1
cg15397506	4	6674153	6674155	+	AC093323.1;LINC02482
cg15398448	19	49850713	49850715	-	PTOV1;PTOV1-AS1
cg15398520	6	160511676	160511678	+	LPAL2
cg15399561	8	98117710	98117712	+	POP1;RIDA
cg15401952	4	21304181	21304183	-	AC110296.1;KCNIP4
cg15403517	2	31581205	31581207	-	SRD5A2
cg15407570	3	52495507	52495509	+	STAB1
cg15408407	19	1438438	1438440	-	RPS15
cg15408454	X	152698748	152698750	+	NA
cg15409266	X	108090231	108090233	+	ATG4A;PSMD10
cg15410903	10	104269021	104269023	-	GSTO2;MIR4482
cg15411984	12	6904925	6904927	-	LRRC23
cg15413566	7	8262340	8262342	+	AC007009.1;AC007128.1;ICA1
cg15414833	7	87628450	87628452	+	ABCB1;RUNDC3B
cg15415507	1	16156057	16156059	-	AL451042.2;EPHA2
cg15415509	5	148826050	148826052	+	ADRB2
cg15415545	16	30194724	30194726	+	BOLA2B;SLX1A;SLX1A-SULT1A3
cg15416233	10	100745508	100745510	+	PAX2
cg15416577	3	113515245	113515247	-	AC112128.1;SPICE1
cg15417244	12	41437755	41437757	-	AC090531.1;PDZRN4
cg15417900	12	56316311	56316313	-	AC073896.1;AC073896.2;CNPY2;PAN2
cg15419274	20	45792386	45792388	-	DNTTIP1;WFDC3
cg15422147	18	63477105	63477107	-	SERPINB5
cg15422784	1	89558153	89558155	-	LRRC8B
cg15423613	7	66628361	66628363	+	AC027644.4;KCTD7
cg15423764	11	58732059	58732061	+	GLYAT
cg15423862	3	156120319	156120321	-	KCNAB1
cg15425280	4	157220339	157220341	+	GRIA2
cg15425811	22	30922193	30922195	-	MORC2-AS1
cg15426734	16	67661368	67661370	+	ACD;PARD6A
cg15427448	11	117316179	117316181	-	BACE1;CEP164
cg15427567	14	20989895	20989897	+	METTL17
cg15427656	10	73168364	73168366	-	ECD;FAM149B1
cg15427774	3	39107766	39107768	-	GORASP1;TTC21A
cg15428653	9	137028949	137028951	+	ABCA2;C9orf139
cg15430659	10	99330800	99330802	-	CNNM1
cg15431576	10	97633249	97633251	-	AL355315.1;MORN4
cg15432938	10	97319054	97319056	+	FRAT1
cg15433631	5	2751426	2751428	+	C5orf38;IRX2
cg15434599	12	68807882	68807884	-	MDM2
cg15435730	6	50712508	50712510	+	TFAP2D
cg15437432	5	177591984	177591986	+	TMED9
cg15439078	3	46863152	46863154	+	MYL3
cg15439196	10	102917149	102917151	-	AL356608.3;CNNM2
cg15439862	18	31042626	31042628	+	DSC3
cg15441973	2	137963746	137963748	-	HNMT
cg15442534	3	167734974	167734976	-	PDCD10;SERPINI1
cg15442702	5	177087251	177087253	+	FGFR4
cg15443822	17	3963719	3963721	+	ATP2A3
cg15444978	14	103385032	103385034	-	MARK3
cg15445332	1	46604119	46604121	-	MKNK1
cg15446391	11	32430823	32430825	-	WT1
cg15447479	7	129188923	129188925	+	SMO
cg15447486	12	122703678	122703680	+	AC026333.3;HCAR2
cg15448245	22	24245685	24245687	-	GGT5
cg15448599	3	50278316	50278318	+	LSMEM2
cg15451100	6	32844644	32844646	-	PSMB8;PSMB8-AS1;PSMB9
cg15452204	5	150166907	150166909	+	CDX1
cg15452426	1	10472172	10472174	+	DFFA;PEX14
cg15452573	4	89837691	89837693	-	SNCA;SNCA-AS1
cg15453943	5	105099125	105099127	+	AC091987.1;AC099520.1;RAB9BP1
cg15454483	X	71068753	71068755	+	SNX12
cg15456206	19	55640772	55640774	-	CCDC106;ZNF580;ZNF581
cg15457079	10	100082058	100082060	+	CPN1
cg15457899	11	123654956	123654958	+	SCN3B
cg15459742	9	109013283	109013285	-	CTNNAL1
cg15459773	1	231336698	231336700	-	EXOC8;SPRTN
cg15460516	16	3020247	3020249	+	CLDN6;TNFRSF12A
cg15461516	11	45664818	45664820	+	CHST1
cg15462232	1	63322512	63322514	-	FOXD3;FOXD3-AS1
cg15464148	12	6635890	6635892	+	LPAR5
cg15465321	X	120158690	120158692	-	NKAPP1;RHOXF2
cg15467148	14	24094368	24094370	-	NRL;PCK2
cg15467759	5	150520764	150520766	+	NDST1
cg15468095	16	31203079	31203081	+	PYCARD;PYCARD-AS1
cg15470298	21	45405306	45405308	+	BX322562.1;COL18A1
cg15470750	1	155308552	155308554	-	FDPS
cg15473335	22	37686162	37686164	+	NOL12;Z83844.1
cg15473868	16	56682708	56682710	+	AC026461.1;MT1X
cg15473904	9	137552540	137552542	-	MRPL41
cg15475323	19	48716844	48716846	+	MAMSTR
cg15477600	22	21641963	21641965	+	SDF2L1
cg15479752	19	35449959	35449961	-	FFAR2
cg15480475	11	8038512	8038514	+	AC116456.1;TUB
cg15480941	X	48918847	48918849	+	PIM2
cg15481539	8	7055918	7055920	+	DEFA5
cg15482690	1	11012684	11012686	+	AL109811.3;TARDBP
cg15484019	8	108443345	108443347	+	EIF3E;EMC2
cg15484375	11	18266099	18266101	-	RNA5SP334;SAA1
cg15484384	3	134484829	134484831	+	ANAPC13;CEP63
cg15485859	1	207033101	207033103	+	C1orf116;PFKFB2
cg15486645	11	27506941	27506943	+	BDNF-AS;LIN7C
cg15488251	16	15857366	15857368	+	MYH11
cg15488402	20	49812635	49812637	+	SLC9A8
cg15489294	5	115962155	115962157	+	LVRN
cg15489301	7	134528285	134528287	+	AKR1B10
cg15489422	3	129880503	129880505	+	TMCC1
cg15491567	2	71452544	71452546	-	DYSF
cg15492003	9	99222025	99222027	-	ALG2;SEC61B
cg15492104	14	73950545	73950547	-	COQ6;FAM161B
cg15494458	20	38303109	38303111	+	AL359555.1;AL359555.3;BPI
cg15494980	11	62831774	62831776	-	AP001160.1;STX5
cg15495837	2	95591131	95591133	+	AC009237.4;TRIM43
cg15498283	11	747519	747521	+	TALDO1
cg15500658	1	15848114	15848116	+	FLJ37453;SPEN
cg15501381	14	77271456	77271458	-	NGB
cg15502446	11	86302181	86302183	+	HIKESHI
cg15502888	17	78360146	78360148	-	AC061992.2;SOCS3
cg15503752	17	76643648	76643650	+	ST6GALNAC1
cg15503799	1	156767688	156767690	-	HDGF;PRCC
cg15507817	22	45976702	45976704	-	WNT7B
cg15508020	16	58198301	58198303	-	AC009107.1;CSNK2A2
cg15512851	6	37005741	37005743	+	FGD2
cg15512961	5	151158005	151158007	-	ANXA6
cg15513137	2	165293858	165293860	+	SCN2A
cg15514848	1	171248415	171248417	+	BX284613.2;FMO1
cg15516226	5	181040518	181040520	-	BTNL9
cg15517609	19	38433404	38433406	+	RYR1
cg15517965	17	44186577	44186579	+	ASB16-AS1;TMUB2
cg15518883	9	35650563	35650565	-	SIT1
cg15518950	5	73119942	73119944	+	TMEM171
cg15519208	6	26155562	26155564	+	H1-4
cg15520279	2	176130359	176130361	-	HOXD-AS2;HOXD8
cg15521097	X	54798125	54798127	+	ITIH6
cg15522719	2	190880521	190880523	-	GLS
cg15522957	11	44303374	44303376	-	ALX4
cg15523238	15	25863648	25863650	-	ATP10A
cg15525002	1	155244511	155244513	-	GBA
cg15526708	9	99104150	99104152	-	TGFBR1
cg15527554	2	135024515	135024517	+	MAP3K19
cg15528736	19	49512522	49512524	-	FCGRT
cg15530356	19	8515100	8515102	-	ZNF414
cg15531099	1	152798025	152798027	-	LCE1D
cg15532088	17	35868129	35868131	-	AC015849.1;HEATR9
cg15534084	19	51904790	51904792	-	ZNF649
cg15534366	20	61251150	61251152	+	CDH4
cg15536230	21	5973359	5973361	-	CU639417.1
cg15536242	12	56454805	56454807	+	AC097104.1;MIP
cg15536490	20	56628792	56628794	-	TFAP2C
cg15536552	X	109732805	109732807	+	ACSL4
cg15537433	5	140647506	140647508	-	IK;MIR3655;NDUFA2
cg15537850	8	143578880	143578882	-	AC067930.1;AC067930.5;NAPRT
cg15538427	11	62689541	62689543	+	LRRN4CL
cg15538820	9	133209430	133209432	-	OBP2B
cg15538837	1	226062659	226062661	+	AL512343.2;H3-3A
cg15539420	17	48614885	48614887	-	HOXB7;HOXB8
cg15540054	19	44500227	44500229	-	ZNF180
cg15540820	3	27723791	27723793	-	EOMES
cg15541230	17	73192663	73192665	-	AC097641.1;COG1
cg15541315	11	114439209	114439211	+	AP002373.1;REXO2
cg15542496	7	143131262	143131264	-	PIP
cg15543551	3	192727412	192727414	+	FGF12
cg15544036	7	73831233	73831235	+	CLDN4
cg15544721	7	94907378	94907380	+	PPP1R9A
cg15547534	7	100436786	100436788	+	PPP1R35;PPP1R35-AS1
cg15547662	1	25998331	25998333	+	PAFAH2
cg15550350	3	141778325	141778327	+	AC112504.2;GRK7
cg15551881	9	120926436	120926438	+	TRAF1
cg15552238	19	14674936	14674938	+	ADGRE3
cg15553522	11	60924856	60924858	-	AP003721.1;TMEM132A
cg15554401	1	34761289	34761291	+	GJB4;SMIM12
cg15555014	17	78168062	78168064	-	SYNGR2
cg15555727	8	143610097	143610099	-	PYCR3
cg15556558	2	36967212	36967214	+	STRN
cg15557833	4	127965701	127965703	+	ABHD18;MFSD8
cg15558658	10	68988892	68988894	-	KIFBP
cg15558971	14	68793589	68793591	-	ZFP36L1
cg15559560	2	130181510	130181512	-	MZT2B;SMPD4
cg15559700	2	233671226	233671228	+	UGT1A10;UGT1A8;UGT1A9
cg15559737	22	26620841	26620843	-	CRYBA4
cg15560112	19	50432047	50432049	-	MYBPC2
cg15560337	7	123844843	123844845	-	HYAL4
cg15561986	14	77322037	77322039	-	GSTZ1;POMT2
cg15562197	3	88149831	88149833	+	C3orf38;CGGBP1
cg15563057	5	140114026	140114028	+	PURA
cg15563382	11	10541491	10541493	-	IRAG1-AS1;RNF141
cg15563952	10	12068679	12068681	+	DHTKD1
cg15563993	15	78299811	78299813	-	AC090607.5;WDR61
cg15564267	11	63987235	63987237	-	AP000721.1;OTUB1
cg15565533	3	49724502	49724504	-	GMPPB;IP6K1
cg15565872	3	157437412	157437414	-	PTX3;VEPH1
cg15566222	2	186485988	186485990	-	ZC3H15
cg15566783	15	22838880	22838882	+	NIPA2
cg15568167	20	63979176	63979178	-	SAMD10
cg15569340	12	7129893	7129895	-	AC018653.3;CLSTN3;RBP5
cg15569512	14	103563329	103563331	-	AL139300.1;BAG5;COA8;KLC1
cg15571154	19	35228222	35228224	-	FAM187B
cg15572745	14	78403888	78403890	+	NRXN3
cg15572787	22	23141983	23141985	-	RSPH14
cg15573237	13	22880384	22880386	-	LINC00621
cg15576195	11	20364014	20364016	+	HTATIP2
cg15576233	8	79767696	79767698	+	HEY1;LINC01607
cg15579370	20	4148689	4148691	+	SMOX
cg15580043	20	62144673	62144675	-	PSMA7;SS18L1
cg15581500	16	83808149	83808151	+	AC009119.1;HSBP1
cg15582789	9	96383242	96383244	+	SLC35D2
cg15582891	6	132645888	132645890	-	TAAR1
cg15583058	9	136411318	136411320	-	ENTR1;PMPCA
cg15583072	12	21372727	21372729	+	IAPP;SLCO1A2
cg15584630	3	150408772	150408774	-	TSC22D2
cg15584813	12	46825842	46825844	+	AC008014.1;SLC38A4
cg15585905	2	111884148	111884150	+	ANAPC1
cg15585987	8	49912188	49912190	-	SNTG1
cg15586352	19	43186990	43186992	+	PSG5
cg15587603	2	55233268	55233270	+	CLHC1;RPS27A
cg15589156	11	61917119	61917121	-	RAB3IL1
cg15589354	1	229624858	229624860	+	TAF5L;URB2
cg15589427	3	195812523	195812525	-	MUC4
cg15590526	1	247127073	247127075	-	ZNF124
cg15590780	1	216423296	216423298	-	USH2A
cg15591678	10	62374395	62374397	+	AC024597.1;AC024598.1;ZNF365
cg15591837	6	36874837	36874839	+	C6orf89;PPIL1
cg15594133	10	80454580	80454582	+	TSPAN14
cg15595739	17	65187332	65187334	-	RGS9
cg15597540	3	50349770	50349772	-	CYB561D2;NPRL2;Z84492.2
cg15599064	6	26285426	26285428	+	H4C8
cg15600342	13	41061372	41061374	+	ELF1;WBP4
cg15600835	17	80544755	80544757	+	RPTOR
cg15601535	4	55346127	55346129	+	SRD5A3
cg15602735	X	142205546	142205548	+	AL031073.2;MAGEC2
cg15602809	3	53927440	53927442	+	NA
cg15602950	3	45689727	45689729	-	LIMD1-AS1;SACM1L
cg15602969	17	39200074	39200076	+	RPL19
cg15603885	8	106770144	106770146	+	ABRA
cg15604008	1	23980491	23980493	-	SRSF10
cg15604467	13	78603789	78603791	-	OBI1-AS1;POU4F1
cg15605888	2	108786836	108786838	+	CCDC138
cg15606663	21	30440284	30440286	+	KRTAP15-1
cg15607672	14	56810508	56810510	+	OTX2
cg15609273	13	49585730	49585732	-	RCBTB1
cg15609321	2	27583025	27583027	+	AC074091.2;ZNF512
cg15610233	8	24440360	24440362	-	AC120193.1;ADAM7
cg15610792	9	128829893	128829895	+	AL441992.2;SPOUT1
cg15611364	3	25789931	25789933	-	NGLY1;OXSM
cg15611923	1	145927675	145927677	+	AC243547.3;LIX1L-AS1;RBM8A
cg15612063	3	100492777	100492779	-	TMEM45A
cg15612436	22	43502021	43502023	+	MPPED1
cg15612546	1	213051269	213051271	+	RPS6KC1
cg15612847	2	99179854	99179856	-	AC079447.1;AC092587.1;MITD1;MRPL30
cg15612927	12	949043	949045	+	RAD52
cg15613048	1	20717537	20717539	+	KIF17
cg15613982	20	18507372	18507374	+	SEC23B
cg15615135	20	17969011	17969013	-	MGME1;OVOL2;SNX5
cg15616083	20	63473253	63473255	+	KCNQ2
cg15616400	1	15736398	15736400	-	AL450998.2;SLC25A34
cg15619125	9	136852775	136852777	+	MAMDC4
cg15619794	5	132544956	132544958	-	AC116366.2;IL5
cg15623573	9	69673181	69673183	-	AL162412.1;APBA1
cg15625636	14	88006092	88006094	+	GPR65
cg15626350	6	151809071	151809073	+	ESR1
cg15627025	19	54850425	54850427	+	KIR3DL2
cg15627502	20	37178391	37178393	-	MROH8;RPN2
cg15627524	6	83068266	83068268	+	DOP1A
cg15628498	15	52790704	52790706	+	ONECUT1
cg15629064	6	28923940	28923942	+	TRIM27
cg15630759	22	30356534	30356536	-	CCDC157;SF3A1
cg15631323	14	33951261	33951263	-	EGLN3
cg15633390	4	98930059	98930061	+	AC019131.1;EIF4E
cg15634735	2	128027047	128027049	-	SAP130
cg15636365	9	137551787	137551789	-	MRPL41;PNPLA7
cg15636587	X	30653642	30653644	+	GK
cg15637528	6	4078724	4078726	+	C6orf201;FAM217A
cg15639045	17	7043880	7043882	-	SLC16A11
cg15639951	17	45290242	45290244	+	MAP3K14
cg15640375	19	821564	821566	+	PLPPR3
cg15641675	22	38506246	38506248	+	DDX17
cg15641998	4	87391170	87391172	-	HSD17B11
cg15642035	8	138152808	138152810	-	FAM135B
cg15642326	19	45250887	45250889	+	MARK4
cg15643724	16	1984530	1984532	-	GFER;NOXO1
cg15645309	14	75522403	75522405	+	BATF
cg15645605	2	86199343	86199345	-	MRPL35
cg15645784	16	4802960	4802962	-	ROGDI
cg15646782	3	101779571	101779573	+	NXPE3
cg15647515	7	117323747	117323749	-	CFTR;WNT2
cg15648315	13	112647321	112647323	+	ATP11AUN
cg15648905	9	127450677	127450679	-	LRSAM1;RPL12
cg15649193	19	14529590	14529592	+	DNAJB1;MIR639;TECR
cg15649452	2	85753882	85753884	-	ATOH8
cg15652120	12	96194431	96194433	-	ELK3
cg15652212	7	143284682	143284684	-	TMEM139;TMEM139-AS1
cg15652797	7	87345674	87345676	-	CROT;TP53TG1
cg15654964	1	32395083	32395085	-	BSDC1
cg15657607	1	101025741	101025743	+	AC093157.1;DPH5
cg15657668	X	154427887	154427889	+	ATP6AP1;CH17-340M24.3
cg15658426	5	115295847	115295849	-	CCDC112
cg15659828	11	911672	911674	+	CHID1
cg15660077	17	7408300	7408302	+	NLGN2
cg15660498	19	35759031	35759033	-	HSPB6;PROSER3
cg15661409	14	57494257	57494259	-	CCDC198
cg15662251	1	25871363	25871365	-	PAQR7
cg15663121	16	4848304	4848306	-	GLYR1;UBN1
cg15664067	5	87268672	87268674	+	RASA1
cg15664701	X	119896694	119896696	+	AKAP14
cg15664905	19	43505276	43505278	-	PHLDB3
cg15665653	1	27234778	27234780	+	AL590640.1;WDTC1
cg15669092	16	89922615	89922617	+	AC092143.1;AC092143.2;TUBB3
cg15669228	9	21409505	21409507	+	IFNA8
cg15669273	6	5261172	5261174	+	FARS2;LYRM4
cg15670863	19	48607034	48607036	-	FAM83E;SPACA4
cg15673110	2	32356678	32356680	+	BIRC6
cg15674432	6	36024304	36024306	-	SLC26A8
cg15674997	5	178994312	178994314	-	GRM6
cg15676084	1	225653902	225653904	-	ENAH
cg15676241	5	52989400	52989402	+	AC025180.1;ITGA2
cg15676488	6	34757338	34757340	+	SNRPC
cg15677132	14	34982903	34982905	+	SRP54;SRP54-AS1
cg15677294	19	6502926	6502928	+	TUBB4A
cg15677344	4	99291999	99292001	+	ADH1A;AP002026.1
cg15677355	X	70062506	70062508	+	OTUD6A
cg15679095	6	42821314	42821316	+	BICRAL
cg15679098	11	47449121	47449123	-	RAPSN
cg15679651	19	38617888	38617890	+	EIF3K;MAP4K1
cg15680574	3	157160882	157160884	-	CCNL1
cg15681351	X	119853199	119853201	-	UPF3B
cg15683488	1	52141798	52141800	+	ZFYVE9
cg15683743	15	50765219	50765221	+	SPPL2A
cg15684563	12	71158407	71158409	+	TSPAN8
cg15686608	9	121698728	121698730	+	DAB2IP
cg15687659	3	128726276	128726278	+	RAB7A
cg15688767	3	125374485	125374487	+	ZNF148
cg15690721	19	20923209	20923211	+	ZNF85
cg15691199	14	23120209	23120211	+	CEBPE
cg15691649	6	25882099	25882101	+	H2AC3P;SLC17A3
cg15691841	1	151282594	151282596	+	ZNF687;ZNF687-AS1
cg15692239	17	28576936	28576938	+	AC005726.1;ALDOC
cg15693363	7	30594622	30594624	+	GARS1;GARS1-DT
cg15693736	13	113355196	113355198	-	GRTP1;GRTP1-AS1
cg15694180	1	155050958	155050960	+	ADAM15
cg15696627	4	4859455	4859457	+	MSX1
cg15696781	1	155746185	155746187	+	MSTO2P
cg15698196	19	38745713	38745715	-	CAPN12
cg15699524	5	171418605	171418607	+	AC093246.1;FGF18
cg15700197	1	159439416	159439418	-	AL513323.1;OR10J1
cg15700739	12	54033915	54033917	-	AC012531.2;AC012531.3;HOXC4;HOXC5;MIR615
cg15701111	12	52291549	52291551	+	KRT81;KRT86
cg15701622	12	49568518	49568520	+	MCRS1;PRPF40B
cg15702701	12	55681582	55681584	+	METTL7B
cg15703357	2	96505711	96505713	-	NEURL3
cg15703512	16	22001243	22001245	-	PDZD9
cg15703690	7	22727372	22727374	-	IL6;IL6-AS1;STEAP1B
cg15705469	19	56595345	56595347	+	ZIM2-AS1;ZNF71
cg15705999	3	125375018	125375020	+	ZNF148
cg15707568	21	25736424	25736426	-	ATP5PF;GABPA
cg15711744	12	48472354	48472356	-	ANP32D
cg15712267	19	14519092	14519094	+	DNAJB1;TECR
cg15713086	20	56358632	56358634	-	FAM210B
cg15714041	9	32384345	32384347	-	ACO1
cg15717808	6	72621923	72621925	-	FO393414.3;KCNQ5
cg15720064	X	13044713	13044715	+	FAM9C
cg15720535	9	136688132	136688134	+	AGPAT2
cg15721424	11	78139346	78139348	-	ALG8;KCTD21-AS1
cg15722679	20	1657746	1657748	+	SIRPG
cg15725808	11	62771265	62771267	-	AP001160.2;TAF6L
cg15725933	21	45542287	45542289	-	SLC19A1
cg15726245	13	26759368	26759370	+	GPR12
cg15727249	11	116822698	116822700	-	APOA4
cg15727320	12	47725189	47725191	-	AC004241.1;ENDOU
cg15729423	14	73851709	73851711	+	AC005520.1;PTGR2
cg15729869	9	132582451	132582453	+	BARHL1
cg15731815	1	6209199	6209201	+	RNF207;RPL22
cg15733266	2	118017728	118017730	-	AC009303.2
cg15733507	9	137070822	137070824	-	SAPCD2
cg15736165	15	83282979	83282981	+	AC103876.1;BNC1
cg15736336	12	18738279	18738281	+	CAPZA3;PLCZ1
cg15736338	12	62192643	62192645	-	TAFA2
cg15737168	11	121103385	121103387	-	TBCEL-TECTA;TECTA
cg15737319	2	74198635	74198637	-	AC073263.2;MTHFD2
cg15738916	2	101698032	101698034	-	MAP4K4
cg15739437	5	111071839	111071841	+	TSLP
cg15739581	2	165770272	165770274	+	GALNT3
cg15739944	9	96450377	96450379	+	HABP4
cg15740366	7	128409813	128409815	+	IMPDH1
cg15740508	1	114695937	114695939	+	AMPD1
cg15741583	11	6440677	6440679	-	HPX
cg15741706	X	135172481	135172483	-	CT55
cg15742700	8	11493343	11493345	+	BLK
cg15743985	19	35328905	35328907	+	CD22
cg15746187	1	11653065	11653067	-	FBXO2;FBXO44
cg15746445	2	233916287	233916289	+	TRPM8
cg15746620	19	14675036	14675038	-	ADGRE3
cg15746719	9	87498897	87498899	+	DAPK1
cg15747133	18	268600	268602	+	AP000845.1;THOC1
cg15747595	8	97277651	97277653	-	TSPYL5
cg15747933	2	151289963	151289965	-	NMI
cg15748507	10	118595114	118595116	+	PRLHR
cg15749322	11	83194156	83194158	-	ANKRD42;AP000873.2
cg15749748	20	62475503	62475505	-	GATA5
cg15749858	7	20217372	20217374	-	AC005083.1;MACC1
cg15750102	4	106316528	106316530	+	AIMP1;TBCK
cg15750705	1	34761105	34761107	-	GJB4;SMIM12
cg15751406	19	8823866	8823868	-	AC008734.1;ZNF558
cg15752043	10	119030442	119030444	-	AL157388.1;NANOS1
cg15753381	1	109075957	109075959	-	TAF13
cg15753757	7	69599360	69599362	-	AUTS2
cg15754084	12	7190423	7190425	+	AC018653.1;PEX5
cg15754109	8	67062195	67062197	-	COPS5;CSPP1
cg15755084	4	4859955	4859957	+	MSX1
cg15755406	19	13748322	13748324	+	CCDC130
cg15755548	16	281049	281051	+	ARHGDIG;Z69667.1
cg15756091	1	182450519	182450521	-	RGSL1
cg15757271	3	55487760	55487762	-	WNT5A;WNT5A-AS1
cg15758700	12	25554732	25554734	+	LMNTD1
cg15759055	2	203535249	203535251	-	RAPH1
cg15759873	2	46519794	46519796	+	ATP6V1E2
cg15760840	7	27185602	27185604	+	AC004080.12;AC004080.14;AC004080.8;HOXA11;HOXA11-AS
cg15760943	3	186109612	186109614	-	DGKG;ETV5
cg15761233	2	199954346	199954348	-	C2orf69;MAIP1;TYW5
cg15761405	1	157776614	157776616	-	FCRL2
cg15764655	22	50476479	50476481	-	SBF1
cg15765212	6	31621383	31621385	+	PRRC2A
cg15765532	11	76445352	76445354	+	AP002360.1;EMSY
cg15765694	9	101595818	101595820	-	GRIN3A;PPP3R2
cg15765896	12	53079200	53079202	-	SPRYD3
cg15767406	3	44584536	44584538	+	ZKSCAN7;ZKSCAN7-AS1;ZNF197;ZNF660
cg15768203	2	169584211	169584213	+	PPIG
cg15768270	11	64226442	64226444	+	NUDT22;TRPT1
cg15769409	9	135480427	135480429	-	PPP1R26;PPP1R26-AS1
cg15770654	1	12018763	12018765	+	AL096840.1;MIIP
cg15772361	18	63660988	63660990	-	SERPINB11;SERPINB3
cg15772393	4	173370992	173370994	-	SAP30;SAP30-DT
cg15774133	16	28711270	28711272	+	AC009093.11;AC145285.4;EIF3C
cg15774153	11	69704004	69704006	+	FGF19
cg15774283	1	186680748	186680750	+	PACERR;PTGS2
cg15774495	7	50793851	50793853	-	GRB10
cg15775914	1	241635781	241635783	-	CHML;OPN3
cg15776355	12	7093293	7093295	+	C1R;C1RL
cg15777570	9	34662953	34662955	+	AL162231.4;CCL27
cg15777781	10	11005307	11005309	-	CELF2
cg15778232	12	6971982	6971984	-	EMG1;PHB2
cg15778350	1	163321984	163321986	-	NUF2;RGS5
cg15779381	13	32538704	32538706	-	N4BP2L2
cg15779716	3	45146715	45146717	-	CDCP1
cg15780361	2	201619374	201619376	-	C2CD6
cg15780578	17	50547054	50547056	+	SPATA20
cg15780888	22	38057079	38057081	+	PICK1
cg15781316	7	96709954	96709956	+	SEM1
cg15781625	1	165827416	165827418	+	TMCO1;UCK2
cg15781794	10	73782108	73782110	-	CHCHD1
cg15781838	2	127665142	127665144	-	LIMS2
cg15782391	19	50790109	50790111	+	AC010325.1;ACP4
cg15783027	8	144443969	144443971	-	TONSL
cg15783800	18	58579764	58579766	+	ALPK2
cg15784332	19	18791362	18791364	-	COMP
cg15784615	12	6384600	6384602	-	LTBR
